CaseID,FIRNumber,CrimeType,CrimeCategory,District,PoliceStation,Latitude,Longitude,Date,Time,Severity,Status,VictimID,SuspectID,Weapon,RepeatOffender,GangID,EstimatedLoss
2301,FIR-102300,Fraud,Financial Crime,Mysuru,Nagaon PS,12.23526630428,76.66924111241985,2025-05-04,07:20:53,Medium,Chargesheet Filed,3427,1294,Unknown,False,247,365327
2302,FIR-102301,Assault,Violent Crime,Dakshina Kannada,Ambattur PS,12.845538006489491,74.85339705989145,2026-05-31,20:49:33,Medium,Under Investigation,8444,7871,Blunt Object,False,90,494968
2303,FIR-102302,Cyber Crime,Cyber Crime,Dakshina Kannada,Gudivada PS,12.876977686295342,74.91669363048004,2024-09-06,20:35:00,Low,Chargesheet Filed,18021,3688,Gun,False,212,316019
2304,FIR-102303,Kidnapping,Violent Crime,Mysuru,Phagwara PS,12.353213696188332,76.68854838955407,2024-10-10,14:17:44,Low,Closed,22527,5065,None,True,221,119921
2305,FIR-102304,Assault,Violent Crime,Bengaluru Urban,Alappuzha PS,12.92292419103545,77.56618398455178,2025-03-21,02:12:01,Low,Under Investigation,21358,96,None,True,126,100477
2306,FIR-102305,Burglary,Property Crime,Bengaluru Urban,Maheshtala PS,12.901925667929632,77.67394484684074,2025-02-04,10:53:30,High,Closed,23917,3439,None,False,243,279724
2307,FIR-102306,Assault,Violent Crime,Bengaluru Urban,Tiruvottiyur PS,12.972885013173608,77.63292906065001,2025-06-21,14:02:22,Low,Chargesheet Filed,13278,2748,None,False,142,451632
2308,FIR-102307,Assault,Violent Crime,Dakshina Kannada,Ramagundam PS,12.909504601564088,74.84451098081314,2026-01-02,05:00:24,High,Under Investigation,8703,7212,Blunt Object,True,230,290990
2309,FIR-102308,Cyber Crime,Cyber Crime,Bengaluru Urban,Vijayanagaram PS,12.895418570789333,77.56540958871572,2025-10-22,20:44:17,Medium,Open,6024,2605,Gun,True,246,405794
2310,FIR-102309,Theft,Property Crime,Dakshina Kannada,Ratlam PS,12.982162844340037,74.83820069026132,2026-01-03,07:56:18,Low,Open,9234,3817,Knife,True,127,191040
2311,FIR-102310,Drug Trafficking,Organized Crime,Mysuru,Naihati PS,12.319894468652965,76.62627313159423,2026-07-07,21:14:45,High,Chargesheet Filed,16456,4170,Unknown,True,29,379052
2312,FIR-102311,Cyber Crime,Cyber Crime,Dakshina Kannada,Dhanbad PS,12.903710806064701,74.8321306384114,2024-12-27,01:12:17,Low,Closed,2971,1201,Gun,False,50,125863
2313,FIR-102312,Theft,Property Crime,Bengaluru Urban,Korba PS,13.032356086978233,77.64789580373778,2025-09-17,23:06:56,Medium,Closed,12704,58,Gun,False,118,194912
2314,FIR-102313,Drug Trafficking,Organized Crime,Mysuru,Thoothukudi PS,12.328734867590594,76.58357328428382,2025-08-15,22:13:11,High,Closed,1692,2022,Gun,False,115,373955
2315,FIR-102314,Domestic Violence,Social Crime,Bengaluru Urban,Bhilwara PS,12.960355542394895,77.5471201175489,2025-10-17,04:24:40,High,Under Investigation,1622,6550,None,True,191,316269
2316,FIR-102315,Assault,Violent Crime,Bengaluru Urban,Dehradun PS,12.960752522029237,77.65970417882082,2024-10-25,19:28:37,High,Chargesheet Filed,4995,4747,Blunt Object,True,180,370457
2317,FIR-102316,Domestic Violence,Social Crime,Dakshina Kannada,Mumbai PS,12.919956065912515,74.86313745761494,2025-06-27,00:47:20,Low,Under Investigation,22663,1888,Knife,False,7,433939
2318,FIR-102317,Kidnapping,Violent Crime,Bengaluru Urban,Aurangabad PS,13.033606806620744,77.66438177814155,2024-12-05,09:44:44,High,Chargesheet Filed,22494,3708,Unknown,True,240,187909
2319,FIR-102318,Cyber Crime,Cyber Crime,Dakshina Kannada,Ambala PS,12.968210352891893,74.93486650067301,2026-07-02,14:18:01,Low,Under Investigation,5247,696,Gun,True,109,495975
2320,FIR-102319,Theft,Property Crime,Bengaluru Urban,Chandigarh PS,12.91727275858013,77.66572539821242,2026-05-11,19:07:00,High,Closed,7884,7703,None,True,150,338956
2321,FIR-102320,Kidnapping,Violent Crime,Dakshina Kannada,Nangloi Jat PS,12.953628199353917,74.81120675091343,2026-07-11,00:56:05,High,Closed,18900,5168,Gun,True,102,111526
2322,FIR-102321,Fraud,Financial Crime,Mysuru,Bijapur PS,12.326761439537394,76.5910937359588,2026-01-05,21:40:33,High,Open,524,2843,Knife,False,68,192018
2323,FIR-102322,Murder,Violent Crime,Dakshina Kannada,Hapur PS,12.902208837464705,74.85132852538723,2024-09-27,19:23:31,Low,Chargesheet Filed,5934,4378,Unknown,False,64,453208
2324,FIR-102323,Assault,Violent Crime,Dakshina Kannada,Akola PS,12.948945334023094,74.88478016095411,2026-03-27,15:13:52,Medium,Closed,19432,5136,Gun,False,249,51938
2325,FIR-102324,Assault,Violent Crime,Dakshina Kannada,Singrauli PS,12.871184390608734,74.87628119839609,2025-04-11,22:16:58,High,Chargesheet Filed,22912,6568,None,True,95,478462
2326,FIR-102325,Burglary,Property Crime,Mysuru,Dewas PS,12.340578479656392,76.7002224321911,2024-08-14,22:37:58,Low,Chargesheet Filed,20596,5481,Gun,True,146,383471
2327,FIR-102326,Domestic Violence,Social Crime,Dakshina Kannada,Morena PS,12.974160473264329,74.88813005259044,2026-04-18,17:47:42,High,Under Investigation,20968,3492,Knife,False,119,395229
2328,FIR-102327,Drug Trafficking,Organized Crime,Mysuru,Amravati PS,12.291108661288842,76.57695972361937,2024-09-05,07:57:11,Medium,Closed,18829,3548,None,True,49,392311
2329,FIR-102328,Cyber Crime,Cyber Crime,Mysuru,Kadapa PS,12.283576416021234,76.65432701244636,2024-12-20,04:00:49,Medium,Open,16023,4195,Blunt Object,True,160,385812
2330,FIR-102329,Domestic Violence,Social Crime,Bengaluru Urban,Tezpur PS,12.929048314614265,77.57088498612208,2025-06-01,10:26:13,Medium,Closed,23342,2124,None,True,237,148982
2331,FIR-102330,Cyber Crime,Cyber Crime,Mysuru,Ambala PS,12.33434842738574,76.575370284872,2026-05-19,17:32:37,Low,Closed,1849,6378,Gun,False,8,164833
2332,FIR-102331,Drug Trafficking,Organized Crime,Dakshina Kannada,Khammam PS,12.91023836083502,74.86494244324761,2025-05-06,02:27:30,Medium,Closed,11924,704,Unknown,True,237,96304
2333,FIR-102332,Kidnapping,Violent Crime,Mysuru,Coimbatore PS,12.2228826526504,76.71096099503576,2025-05-04,00:15:36,Medium,Under Investigation,6089,7299,Knife,True,69,208485
2334,FIR-102333,Murder,Violent Crime,Mysuru,Loni PS,12.31548979026656,76.63454901593994,2026-01-31,05:38:28,Low,Under Investigation,6762,1723,Gun,False,37,397501
2335,FIR-102334,Theft,Property Crime,Mysuru,Moradabad PS,12.298580126237436,76.58667661484785,2025-07-01,12:33:48,High,Chargesheet Filed,21346,5001,Knife,True,121,194081
2336,FIR-102335,Drug Trafficking,Organized Crime,Bengaluru Urban,Patiala PS,12.973821028641886,77.58044314807915,2026-05-20,03:38:48,Medium,Under Investigation,8376,282,Gun,False,91,480315
2337,FIR-102336,Drug Trafficking,Organized Crime,Mysuru,Bilaspur PS,12.276197358231322,76.62993690086444,2025-05-20,04:37:08,Medium,Closed,872,1789,Knife,True,216,418733
2338,FIR-102337,Cyber Crime,Cyber Crime,Mysuru,Tiruvottiyur PS,12.321270716885717,76.56112148395607,2025-05-19,17:50:27,High,Chargesheet Filed,15896,1751,Unknown,True,177,227107
2339,FIR-102338,Domestic Violence,Social Crime,Dakshina Kannada,Anantapur PS,12.869326258889764,74.89133133252875,2025-06-21,16:52:05,Medium,Under Investigation,17051,1120,None,False,105,255137
2340,FIR-102339,Burglary,Property Crime,Dakshina Kannada,Bharatpur PS,12.884968531955792,74.78006641874389,2026-03-03,18:53:08,Medium,Chargesheet Filed,16561,5850,Unknown,True,214,243695
2341,FIR-102340,Drug Trafficking,Organized Crime,Mysuru,Dehri PS,12.361129811484293,76.71523693605954,2026-05-01,05:19:09,High,Chargesheet Filed,15255,5574,Unknown,True,219,16338
2342,FIR-102341,Burglary,Property Crime,Mysuru,Patiala PS,12.276076888674107,76.71680035240519,2025-05-22,05:57:43,Medium,Under Investigation,22608,5508,Blunt Object,True,123,327856
2343,FIR-102342,Domestic Violence,Social Crime,Mysuru,Patna PS,12.274967696734054,76.64428237917359,2025-04-28,01:04:08,Low,Open,8220,3996,None,True,128,271548
2344,FIR-102343,Theft,Property Crime,Bengaluru Urban,Kota PS,13.042402313673977,77.54631486393833,2024-09-13,06:43:00,High,Open,11840,7431,Gun,True,79,204488
2345,FIR-102344,Kidnapping,Violent Crime,Dakshina Kannada,Hindupur PS,12.877541149143607,74.89761162197637,2025-01-05,00:36:50,High,Chargesheet Filed,15313,6845,Gun,True,60,209223
2346,FIR-102345,Domestic Violence,Social Crime,Dakshina Kannada,Katihar PS,12.850852935901404,74.91478880521424,2025-02-09,00:28:53,High,Closed,16017,3024,Knife,True,181,192838
2347,FIR-102346,Cyber Crime,Cyber Crime,Mysuru,Mysore PS,12.318461085658802,76.68368268456118,2024-12-01,01:51:39,Low,Closed,4058,6834,None,False,42,449299
2348,FIR-102347,Robbery,Property Crime,Dakshina Kannada,Gangtok PS,12.912524790617724,74.89304688194474,2025-08-09,00:37:17,Medium,Chargesheet Filed,3093,7087,Gun,True,146,342038
2349,FIR-102348,Kidnapping,Violent Crime,Bengaluru Urban,Korba PS,13.045080594263316,77.5445289280199,2025-09-20,08:31:52,High,Under Investigation,2522,4004,Blunt Object,False,240,460051
2350,FIR-102349,Assault,Violent Crime,Bengaluru Urban,Pudukkottai PS,12.98290775668866,77.5815734714122,2025-06-19,01:29:19,Low,Closed,6850,2445,Knife,True,142,436592
2351,FIR-102350,Burglary,Property Crime,Dakshina Kannada,Bahraich PS,12.976677456670085,74.84921763238005,2025-04-26,20:49:06,Medium,Under Investigation,23280,2066,Unknown,True,249,113718
2352,FIR-102351,Domestic Violence,Social Crime,Bengaluru Urban,Asansol PS,12.911210312821513,77.52189341514098,2025-04-07,16:10:25,High,Open,12982,1284,Knife,False,157,273078
2353,FIR-102352,Burglary,Property Crime,Mysuru,Tiruchirappalli PS,12.31582619977855,76.70426865456072,2026-05-20,11:17:54,High,Open,1550,6569,Blunt Object,False,61,242048
2354,FIR-102353,Theft,Property Crime,Bengaluru Urban,Ongole PS,12.911772247389358,77.65436335063288,2024-07-23,21:11:21,High,Closed,11495,6246,Unknown,False,145,214568
2355,FIR-102354,Assault,Violent Crime,Dakshina Kannada,Tadipatri PS,12.99372848279516,74.82859731512053,2025-02-25,06:00:52,Medium,Open,4463,1568,Knife,False,150,38077
2356,FIR-102355,Fraud,Financial Crime,Bengaluru Urban,Thiruvananthapuram PS,13.02679963970601,77.65469667442439,2025-03-01,04:07:39,High,Closed,3384,4227,Gun,True,54,122442
2357,FIR-102356,Murder,Violent Crime,Mysuru,Singrauli PS,12.244174711096148,76.60859702863465,2025-07-06,00:49:17,Low,Open,2583,3610,Unknown,False,171,280462
2358,FIR-102357,Kidnapping,Violent Crime,Dakshina Kannada,Bilaspur PS,12.888805838563187,74.89559064727264,2026-05-01,06:31:53,Low,Under Investigation,2475,6535,Gun,True,225,124483
2359,FIR-102358,Theft,Property Crime,Dakshina Kannada,Noida PS,12.94142055620951,74.88306544058749,2025-09-01,09:56:51,High,Chargesheet Filed,11282,6847,Unknown,True,22,238724
2360,FIR-102359,Fraud,Financial Crime,Bengaluru Urban,Bidhannagar PS,13.036745084781248,77.51524155134565,2025-01-21,20:28:53,Low,Open,13995,1794,Knife,False,107,373442
2361,FIR-102360,Burglary,Property Crime,Dakshina Kannada,Loni PS,12.965063590827796,74.89069353661738,2024-08-26,21:05:43,Low,Chargesheet Filed,629,3617,Unknown,True,230,412631
2362,FIR-102361,Kidnapping,Violent Crime,Bengaluru Urban,Singrauli PS,12.987068653212015,77.52094265786756,2025-10-21,20:27:42,High,Closed,23925,5703,Knife,True,119,364633
2363,FIR-102362,Robbery,Property Crime,Mysuru,Ludhiana PS,12.220618032908064,76.62359386734902,2026-06-22,11:34:42,Low,Closed,19403,4478,Blunt Object,True,169,110187
2364,FIR-102363,Assault,Violent Crime,Bengaluru Urban,Begusarai PS,12.962582383842799,77.5368246150801,2026-06-20,20:41:14,High,Chargesheet Filed,1447,817,None,True,137,359681
2365,FIR-102364,Cyber Crime,Cyber Crime,Bengaluru Urban,Adoni PS,12.924788677909532,77.5387604862168,2026-07-02,01:44:36,Low,Open,12666,2385,None,True,58,380633
2366,FIR-102365,Burglary,Property Crime,Mysuru,Ratlam PS,12.236391333581238,76.61232095113917,2025-10-24,18:08:35,High,Under Investigation,4827,3964,Knife,False,136,423248
2367,FIR-102366,Burglary,Property Crime,Bengaluru Urban,Parbhani PS,13.011031249510513,77.54462953199449,2026-03-30,07:54:33,Low,Closed,16475,2921,Gun,True,236,77846
2368,FIR-102367,Theft,Property Crime,Bengaluru Urban,Ranchi PS,13.002031323787334,77.65547806259274,2026-01-01,03:54:19,Low,Closed,20389,4016,Knife,False,196,120416
2369,FIR-102368,Robbery,Property Crime,Dakshina Kannada,Sambalpur PS,12.993751288594568,74.92108745165619,2024-07-23,07:25:12,Medium,Open,11884,2029,Gun,True,170,17139
2370,FIR-102369,Robbery,Property Crime,Dakshina Kannada,Aurangabad PS,12.888712578896298,74.79678712617856,2026-02-20,23:43:40,High,Closed,5933,828,Knife,False,46,19002
2371,FIR-102370,Cyber Crime,Cyber Crime,Dakshina Kannada,Rampur PS,12.97993498112927,74.8592260793664,2025-02-22,21:47:50,High,Under Investigation,1175,6990,Unknown,False,78,115850
2372,FIR-102371,Theft,Property Crime,Bengaluru Urban,Fatehpur PS,12.990616804726807,77.61407910788311,2026-07-19,00:55:50,High,Closed,12062,4929,Unknown,True,37,65121
2373,FIR-102372,Theft,Property Crime,Mysuru,Panihati PS,12.229743394735408,76.69058930733543,2025-09-14,08:55:06,High,Under Investigation,22517,6918,Knife,False,30,405811
2374,FIR-102373,Assault,Violent Crime,Bengaluru Urban,Jodhpur PS,12.947599670746825,77.59404365632047,2026-03-22,03:44:31,High,Chargesheet Filed,4365,4198,Blunt Object,True,173,190585
2375,FIR-102374,Theft,Property Crime,Dakshina Kannada,Tinsukia PS,12.923030493266888,74.77655968583082,2024-12-07,09:29:08,Medium,Under Investigation,166,1873,Blunt Object,True,101,116555
2376,FIR-102375,Robbery,Property Crime,Dakshina Kannada,Bhagalpur PS,12.968630426972021,74.8431434426271,2026-06-22,05:19:04,High,Under Investigation,7259,4666,None,True,88,112819
2377,FIR-102376,Theft,Property Crime,Bengaluru Urban,Udaipur PS,12.930766923760205,77.65576995365541,2024-11-25,23:16:24,Low,Open,2183,310,Unknown,False,15,327788
2378,FIR-102377,Domestic Violence,Social Crime,Bengaluru Urban,Tadepalligudem PS,13.03788096290859,77.65918826349315,2025-05-27,06:12:29,High,Chargesheet Filed,18331,1456,Gun,False,85,473152
2379,FIR-102378,Domestic Violence,Social Crime,Dakshina Kannada,Pallavaram PS,12.889461234407438,74.85533438010104,2026-01-11,00:46:50,High,Closed,4357,1204,Knife,True,115,497473
2380,FIR-102379,Drug Trafficking,Organized Crime,Dakshina Kannada,Sagar PS,12.916647659879812,74.90578040071162,2025-01-30,22:37:15,Low,Open,16373,5234,Blunt Object,False,96,380733
2381,FIR-102380,Assault,Violent Crime,Dakshina Kannada,Rourkela PS,12.967744511558008,74.87203951781123,2026-03-20,04:38:52,Low,Closed,5319,1635,Gun,False,167,115160
2382,FIR-102381,Assault,Violent Crime,Dakshina Kannada,Kozhikode PS,12.981366044390061,74.86648840285784,2026-01-28,23:51:00,High,Under Investigation,22340,6929,Gun,True,172,312024
2383,FIR-102382,Drug Trafficking,Organized Crime,Mysuru,Jehanabad PS,12.328330855240509,76.56894044589883,2026-01-01,14:20:26,High,Under Investigation,7783,267,None,True,192,253412
2384,FIR-102383,Cyber Crime,Cyber Crime,Mysuru,Dehri PS,12.29291114806489,76.67684898962854,2024-08-15,04:18:43,Low,Open,21779,3296,Unknown,False,84,3606
2385,FIR-102384,Fraud,Financial Crime,Bengaluru Urban,Tenali PS,13.03605646365826,77.64305900318121,2025-02-05,17:19:10,High,Chargesheet Filed,22984,1747,Unknown,True,80,74432
2386,FIR-102385,Theft,Property Crime,Mysuru,Bhopal PS,12.256261594652814,76.56641555887792,2024-12-19,15:40:53,Medium,Closed,2250,2993,Blunt Object,True,133,277319
2387,FIR-102386,Burglary,Property Crime,Mysuru,Faridabad PS,12.27538905283595,76.6898450505776,2026-03-20,11:14:42,Low,Closed,17417,3437,None,True,215,422436
2388,FIR-102387,Fraud,Financial Crime,Bengaluru Urban,Bidhannagar PS,13.04189427685754,77.59917900649342,2025-06-15,22:56:49,Low,Under Investigation,21160,808,Knife,False,190,283520
2389,FIR-102388,Cyber Crime,Cyber Crime,Dakshina Kannada,Akola PS,12.92857295242531,74.78922657173064,2025-04-20,04:10:56,Medium,Open,18417,4177,Gun,True,188,262230
2390,FIR-102389,Robbery,Property Crime,Dakshina Kannada,Pimpri-Chinchwad PS,12.954278929964495,74.93311271706956,2025-05-14,19:46:09,Medium,Open,2291,2512,None,True,88,120540
2391,FIR-102390,Kidnapping,Violent Crime,Mysuru,Jalna PS,12.358094912293264,76.66666318005964,2025-03-26,00:56:23,High,Open,22841,1485,Blunt Object,True,130,370072
2392,FIR-102391,Cyber Crime,Cyber Crime,Dakshina Kannada,Raipur PS,12.850525505229431,74.89771075063587,2025-03-17,20:56:40,High,Chargesheet Filed,7572,5768,Blunt Object,False,150,280059
2393,FIR-102392,Fraud,Financial Crime,Bengaluru Urban,Bahraich PS,13.016239958601432,77.55783636621439,2025-05-17,22:22:26,Medium,Closed,16147,3899,Unknown,True,170,211855
2394,FIR-102393,Theft,Property Crime,Mysuru,Malegaon PS,12.297089333545184,76.58708992970226,2026-02-01,05:59:03,Medium,Chargesheet Filed,8674,2956,Knife,True,210,160514
2395,FIR-102394,Robbery,Property Crime,Dakshina Kannada,Bharatpur PS,12.989147127517437,74.82987735858069,2025-04-12,06:23:10,Low,Closed,16865,994,Unknown,False,66,357943
2396,FIR-102395,Robbery,Property Crime,Bengaluru Urban,Indore PS,12.909023459096733,77.61876970518315,2025-08-11,20:08:13,High,Closed,24760,3790,Knife,False,234,54492
2397,FIR-102396,Cyber Crime,Cyber Crime,Bengaluru Urban,Bhusawal PS,13.039038104263273,77.55920692021206,2024-11-11,23:21:12,Medium,Chargesheet Filed,15845,399,Blunt Object,True,226,395971
2398,FIR-102397,Murder,Violent Crime,Bengaluru Urban,Bilaspur PS,12.962439368234383,77.52276628949778,2026-02-01,04:00:43,Medium,Under Investigation,13207,346,Gun,False,161,266745
2399,FIR-102398,Cyber Crime,Cyber Crime,Bengaluru Urban,Varanasi PS,12.988098747449103,77.54430234211836,2024-10-25,13:31:46,High,Closed,3314,4023,Blunt Object,True,105,399979
2400,FIR-102399,Cyber Crime,Cyber Crime,Dakshina Kannada,Jorhat PS,12.919357155218409,74.86434614604048,2025-02-28,22:46:42,Low,Chargesheet Filed,9286,4928,Blunt Object,False,211,254928
2401,FIR-102400,Robbery,Property Crime,Mysuru,Sambhal PS,12.269025044396532,76.64192555987273,2025-08-06,02:03:28,Medium,Closed,1940,5363,Unknown,False,245,349599
2402,FIR-102401,Murder,Violent Crime,Bengaluru Urban,Srikakulam PS,13.0487305072633,77.58172653300987,2024-09-14,14:25:46,Medium,Under Investigation,15022,4406,Knife,False,134,191201
2403,FIR-102402,Theft,Property Crime,Dakshina Kannada,Ahmedabad PS,12.957253844181674,74.83505329700249,2024-09-26,07:11:26,Low,Under Investigation,13669,1460,None,False,54,478670
2404,FIR-102403,Robbery,Property Crime,Mysuru,Moradabad PS,12.243933397723847,76.63028037720281,2026-01-21,15:38:18,High,Open,18582,5569,Unknown,True,82,251954
2405,FIR-102404,Theft,Property Crime,Mysuru,Orai PS,12.286480562398243,76.68300844118248,2025-09-23,20:04:45,Medium,Open,685,3635,Knife,False,96,44965
2406,FIR-102405,Theft,Property Crime,Mysuru,Allahabad PS,12.366206673697263,76.6844195116749,2025-05-31,16:13:59,High,Chargesheet Filed,8234,7943,Unknown,True,184,138607
2407,FIR-102406,Cyber Crime,Cyber Crime,Dakshina Kannada,Machilipatnam PS,12.882838176054873,74.9198277401997,2025-02-10,07:13:06,Low,Under Investigation,16379,2233,Knife,True,8,218349
2408,FIR-102407,Kidnapping,Violent Crime,Mysuru,Moradabad PS,12.288313708253412,76.61382870366532,2025-02-15,11:37:04,Low,Under Investigation,23615,3036,Blunt Object,False,87,66495
2409,FIR-102408,Kidnapping,Violent Crime,Mysuru,Akola PS,12.339976974310304,76.66059734159268,2025-09-23,00:29:26,Medium,Open,20784,6176,Unknown,True,238,96258
2410,FIR-102409,Robbery,Property Crime,Mysuru,Udaipur PS,12.23147527516535,76.56782490181591,2026-03-25,23:33:40,Medium,Under Investigation,21866,1121,None,False,127,399001
2411,FIR-102410,Burglary,Property Crime,Dakshina Kannada,Ballia PS,12.903296792972496,74.83638496155253,2024-10-21,12:22:18,High,Open,12989,127,Knife,False,210,344848
2412,FIR-102411,Fraud,Financial Crime,Bengaluru Urban,Belgaum PS,13.049276408091478,77.58603418352726,2024-08-18,13:30:52,Low,Closed,10578,4988,Unknown,False,174,161748
2413,FIR-102412,Kidnapping,Violent Crime,Dakshina Kannada,Chandigarh PS,12.952482305927388,74.82806705943436,2024-10-29,04:27:32,Low,Open,14754,7621,Blunt Object,True,24,424701
2414,FIR-102413,Robbery,Property Crime,Dakshina Kannada,Berhampore PS,12.98582253478307,74.84041408115272,2025-02-23,19:30:28,Low,Chargesheet Filed,6093,5971,Unknown,True,22,395509
